"x","y","Layer","cell_count","Dominant","ct_count","Astro","Endo","L2/3","L4","L5","L6","Oligo","Pvalb","Smc","Sst","Vip","dominant_hat"
5,12,"L4",11,"L4",2,0.107110255599012,0.00961876119938904,0.0317329880958622,0.499020836024208,0.16065388787327,0.000120082973439083,0.0314703155955778,0.0314090867232628,0.0323746996211363,0.0412917932137554,0.0551972930810877,"L4"
5,13,"L4",7,"L4",3,0.0929969970762829,0.0268049857644514,0.000111642082416462,0.513600360718474,0.0411788389460367,0.107270767370456,0.0178259412098668,0.0808004826924707,0.0413094014340785,0.0505209948741362,0.0275795878313296,"L4"
5,14,"L2/3",4,"L2/3",3,0.0824484835762547,0.0412328072277154,0.300313253865905,0.279959199854545,0.000239091689665532,0.00023909168966554,0.0721355713940638,0.123888201326197,0.0360372476471871,0.0245687282024095,0.0389383235263921,"L2/3"
5,15,"L2/3",4,"L2/3",1,0.110798968926344,0.0346971214563632,0.345309955341674,0.185368558256454,0.0535428871996665,0.0443574740148034,0.0137219441358326,0.0713381069726218,0.0419063621065486,0.0527779298090103,0.0461806917806808,"L2/3"
5,16,"L2/3",1,"L2/3",1,0.106400580881738,0.000245637471277708,0.317268782560745,0.000245637471277708,0.000245637471277707,0.0404758151060366,0.00206879178436214,0.107532167681915,0.151872428760736,0.122783815326346,0.150860705484289,"L2/3"
5,17,"L2/3",8,"L2/3",2,0.158866215826905,0.0342128324969618,0.321825296530996,0.104338820417373,0.0879423025791018,0.0260280419025836,0.0210591248972127,0.087742728123274,0.0397107745153212,0.037409158840789,0.0808647038694816,"L2/3"
5,18,"L2/3",2,"Astro",2,0.339671171698463,0.054730997226585,0.0209629696617909,0.267178178810999,0.000176289127937433,0.0141724777904346,0.0614065362535817,0.194146791281949,0.000176289127937434,0.000176289127937432,0.0472020098923838,"Astro"
5,19,"L1",2,"Astro",2,0.18593599564068,0.0470839435344704,0.0339867751934116,0.190606715820336,0.0216070087248635,0.000588343600043905,0.227078383466141,0.119595206265384,0.0732753023675936,0.0334757054458973,0.0667666199411794,"Oligo"
5,2,"HPC",5,"Astro",2,0.26812490504407,0.0249160306148135,0.000365179257723019,0.0364589775876732,0.208132010442502,0.0431381278517198,0.073949801971128,0.105022725547478,0.044684285408386,0.0924931747751692,0.102714781499338,"Astro"
5,3,"I_CC",6,"Oligo",2,0.18072323573355,0.0880558050704611,0.0024675120420038,0.093181583805643,0.0472422612457986,0.00747218044819501,0.257757945853663,0.0570652191936758,0.0328115619742843,0.158737548603004,0.074485146029721,"Oligo"
5,4,"I_CC",10,"Oligo",1,0.182715361143869,0.0483852867975992,0.000418276087368359,0.00558441068275847,0.175198038637637,0.111147696085406,0.24547781778556,0.035246828440912,0.065350949386579,0.0539858615975711,0.0764894733547386,"Oligo"
5,5,"L6",10,"L6",4,0.0897324816668661,0.0330524135868145,0.00643025793543383,0.00972832014661767,0.220376768487753,0.359930893610272,0.0349982349465115,0.111730038053974,0.051603266129346,0.03148553828713,0.0509317871492815,"L6"
5,6,"L6",7,"L6",2,0.0845667964441942,0.0425256895652094,0.000221590529535673,0.073245844784119,0.14271881889311,0.404562692698161,0.0256990219558729,0.0755272242989728,0.0321697864303926,0.0513908297570978,0.0673717046433349,"L6"
