"x","y","Layer","ID","EPL-IN","GC","M-TC","OSNs","PGC","dominant_hat"
15.011,17.051,"GCL",17,0.118427274593887,0.728055588016207,0.0789135176806296,4.60313078831511e-05,0.0745575884013936,"GC"
15.019,18.024,"GCL",21,0.172622534296342,0.551170159661978,0.127315512539029,5.9273903121004e-06,0.14888586611234,"GC"
15.026,15.004,"MCL",208,0.121336126251384,0.218757475722137,0.433193980094979,0.00171682992172508,0.224995588009775,"M-TC"
15.033,24.886,"GCL",81,0.0324060989962517,0.435029392230042,0.212119209752158,0.00419369862295414,0.316251600398595,"GC"
15.035,27.891,"MCL",254,0.138005900436171,0.426831423518788,0.207511115675473,6.73203909250295e-07,0.227650887165658,"GC"
15.037,28.942,"GL",268,0.136856005794722,0.317852003725106,0.334791638740563,0.000690210218171533,0.209810141521437,"M-TC"
15.042,14.003,"GL",217,0.0812992157140403,0.0806387838447195,0.463701921443074,0.00124596083187012,0.373114118166296,"M-TC"
15.051,21.998,"GCL",37,0.022855315872421,0.585844126649777,0.221437993554996,0.000368514131833102,0.169494049790973,"GC"
15.063,19.016,"GCL",20,0.0815228467722516,0.736965732358393,0.0894237102222897,5.42239364322818e-06,0.0920822882534227,"GC"
15.065,25.942,"GCL",225,0.214646749107756,0.478929829395961,0.135855830543586,4.41013814662941e-06,0.170563180814549,"GC"
15.073,23.973,"GCL",74,0.133167745829642,0.513559714136751,0.160901519682119,2.87246039168043e-05,0.192342295747571,"GC"
15.076,19.996,"GCL",19,0.137848624460487,0.441257506065399,0.238756161244643,0.00462883521293916,0.177508873016531,"GC"
15.084,21.071,"GCL",36,0.0712798733513115,0.459276877633252,0.19184197664832,0.00134702379899923,0.276254248568118,"GC"
15.102,26.951,"GCL",253,0.0685593534601204,0.70287398588981,0.142251355413662,2.72223041088979e-05,0.0862880829322986,"GC"
15.89,21.016,"GCL",35,0.107251220966677,0.748452695043093,0.0959527001885568,3.52755617013022e-05,0.0483081082399718,"GC"
15.893,20.047,"GCL",23,0.0951686379743203,0.650268993790194,0.158709553622582,5.77072747621521e-06,0.0958470438854277,"GC"
15.908,15.036,"MCL",209,0.079737259192618,0.109199504147217,0.301806370192533,6.07693727278141e-05,0.509196097094904,"PGC"
15.932,18,"GCL",22,0.182684965064659,0.51883794800275,0.105634304622408,8.6391375223379e-05,0.19275639093496,"GC"
15.936,19.021,"GCL",24,0.158457125910369,0.52398214892703,0.143445346981199,4.57168920559916e-06,0.174110806492196,"GC"
15.942,26.943,"GCL",251,0.140388529024809,0.562427327657132,0.113401635278806,8.47653395425557e-07,0.183781660385858,"GC"
15.949,22.955,"GCL",71,0.119821373782139,0.711200461679751,0.101373423933038,5.64433968625512e-07,0.0676041761711039,"GC"
15.953,24.959,"GCL",82,0.206626866222922,0.498298873342189,0.218875436229754,0.000262695263723821,0.0759361289414113,"GC"
15.954,25.936,"GCL",226,0.118913869943269,0.487674300698331,0.128370876621889,1.18169227466926e-05,0.265029135813765,"GC"
15.956,16.001,"GCL",202,0.119203231004702,0.676078214915034,0.0695558965548176,2.70259409156631e-06,0.135159954931355,"GC"
15.956,28.912,"GL",267,0.0398060401850162,0.21003562610451,0.357155019515157,0.00700156558077078,0.386001748614545,"PGC"
15.96,13.988,"GL",218,0.0563825346405813,0.0951073472849737,0.430809786088761,0.042906105586247,0.374794226399438,"M-TC"
15.98,23.961,"GCL",72,0.0668885725166107,0.679467970167954,0.088079778329571,0.000374333573287887,0.165189345412577,"GC"
15.996,22.102,"GCL",38,0.0895892333997723,0.503806997303963,0.218693254295173,5.76935027339281e-05,0.187852821498359,"GC"
16.002,27.941,"MCL",252,0.0532589544526039,0.372277438074774,0.464056658584184,3.68479433522708e-08,0.110406912040495,"M-TC"
16.003,17.048,"GCL",18,0.0766195424246729,0.596524711746945,0.15438051312842,1.51912883746391e-05,0.172460041411587,"GC"
16.869,23.909,"MCL",168,0.0887562420656407,0.0422676447613586,0.803262691798927,9.84951344650721e-05,0.0656149262396091,"M-TC"
16.918,16.996,NA,NA,0.0867790266013772,0.792384746269529,0.0546098652938579,1.07112028347138e-06,0.0662252907149519,"GC"
16.927,15.977,"MCL",187,0.0588731705943777,0.141479482163395,0.671658225006362,5.7956865934468e-05,0.127931165369931,"M-TC"
16.93,22.932,"MCL",166,0.0750962571446681,0.115676899973714,0.342987070672443,0.0380104645702747,0.4282293076389,"PGC"
16.965,22.101,"MCL",157,0.084640242423398,0.0604116539484571,0.602885667352877,0.000266659393435249,0.251795776881833,"M-TC"
16.969,28.883,"GL",269,0.0475203144465546,0.150686778211868,0.456747579894005,0.0011361126046955,0.343909214842877,"M-TC"
16.981,20.987,"MCL",156,0.105982996925975,0.0886758381103233,0.611035906516546,0.000340571385564245,0.193964687061591,"M-TC"
16.981,26.937,"MCL",262,0.115029609499294,0.270982669309961,0.570974194028883,3.89534539418351e-07,0.0430131376273226,"M-TC"
16.987,17.981,"MCL",149,0.0388538225135909,0.456723110081756,0.403540998619345,6.03424483619397e-06,0.100876034540472,"GC"
16.987,18.995,"MCL",152,0.0981509930406967,0.0772588903484839,0.722649855816725,1.67398926962409e-05,0.101923520901398,"M-TC"
16.988,24.905,"MCL",170,0.0847259026407764,0.15043895158019,0.691983611189375,5.54243227518062e-05,0.0727961102669061,"M-TC"
16.996,25.92,"GCL",232,0.133598610323379,0.477584926332679,0.200623016283004,4.27490922670576e-05,0.188150697968671,"GC"
16.996,27.901,"MCL",265,0.130432921300719,0.0689289022573031,0.480641314894555,1.16387851384421e-05,0.319985222762284,"M-TC"
17.002,15.002,"MCL",204,0.0765981989539518,0.0306888343502127,0.64110860368926,8.45159613291539e-06,0.251595911410443,"M-TC"
17.028,19.984,"MCL",150,0.0807847748171825,0.119406420874908,0.595705714474414,0.0377889151935136,0.166314174639982,"M-TC"
17.956,18.006,"GL",151,0.0882067333921593,0.0389650741148407,0.60582158034602,3.47761052661816e-05,0.266971836041714,"M-TC"
17.969,15.026,"GL",205,0.0695189963820629,0.137294776219207,0.181661284214569,0.145275538985619,0.466249404198542,"PGC"
17.976,19,"GL",153,0.092864698271183,0.168725825408842,0.386658518106266,0.0133199116761259,0.338431046537583,"M-TC"
17.98,25.935,"MCL",233,0.0586851028628098,0.0696182043212878,0.490312479422002,0.000159936598145303,0.381224276795756,"M-TC"
17.983,13.979,"ONL",216,0.0214844078003844,0.148177704939332,0.163775511131295,0.437110154710507,0.229452221418481,"OSNs"
17.988,21.045,"GL",155,0.0758333335375387,0.0543014648117907,0.351656264663282,3.69872387336408e-06,0.518205238263516,"PGC"
17.994,15.992,"GL",186,0.0521107347962953,0.0424672515641884,0.591357562085953,0.000551302200698234,0.313513149352865,"M-TC"
